Plasmid_name_filename,Plasmid,ENT_ID,Deidentified_ENT_ID,Hospital,Date_of_culture,Lab_Species,Genomic_Species_Illumina,Genomic_Species_Hybrid,ST_Illumina,ST_Hybrid,CP_Gene,Clonal_cluster,Length,Inc_group_MOBtyper,Inc_group_regrouped,Relaxase_type_corrected,Sample_type,Plasmid_Clusters,PID,Plasmid_Clusters_renamed,Final_Species,Final_ST
batch25_23012020_ENT416_Ctg4_len_128051_depth_1.52x_circ_blaKPC-2.fasta,batch25_23012020_ENT416_Ctg4_len_128051_depth_1.52x_circ_blaKPC-2,ENT416,E1183,5,31/03/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,273,273,blaKPC2,NA,128051,"IncFII,IncR,IncU",IncF_combinations,MOBF,Clinical culture,33,1243,PC35,Klebsiella pneumoniae,273
batch18_02102019_ENT445_Ctg6_len_128105_depth_2.02x_circ_blaKPC-2.fasta,batch18_02102019_ENT445_Ctg6_len_128105_depth_2.02x_circ_blaKPC-2,ENT445,E1184,5,23/04/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,273,273,blaKPC2,NA,128105,"IncFII,IncR,IncU",IncF_combinations,MOBF,Clinical culture,33,1243,PC35,Klebsiella pneumoniae,273
batch18_02102019_ENT471_Ctg5_len_210330_depth_2.08x_circ_blaOXA-181.fasta,batch18_02102019_ENT471_Ctg5_len_210330_depth_2.08x_circ_blaOXA-181,ENT471,E1186,5,17/05/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaOXA181,NA,210330,IncA/C2,IncA/C2,"MOBH,MOBH",Clinical culture,Singleton,1245,Unclustered,Klebsiella pneumoniae,11
batch6_21062019_ENT579_Ctg3_len_161498_depth_3.24x_circ_blaNDM-1.fasta,batch6_21062019_ENT579_Ctg3_len_161498_depth_3.24x_circ_blaNDM-1,ENT579,E1188,5,12/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaNDM1,NA,161498,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,27,1246,PC38,Klebsiella pneumoniae,231
rbatch2_07082020_ENT886_Ctg3_len_176862_depth_0.95x_circ_blaOXA-181.fasta,rbatch2_07082020_ENT886_Ctg3_len_176862_depth_0.95x_circ_blaOXA-181,ENT886,E320,1,19/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,176862,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Surveillance culture,16,549,PC3,Klebsiella pneumoniae,14
batch17_18092019_ENT375_Ctg3_len_176861_depth_0.96x_circ_blaOXA-181.fasta,batch17_18092019_ENT375_Ctg3_len_176861_depth_0.96x_circ_blaOXA-181,ENT375,E588,1,08/02/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,NA,176861,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Surveillance culture,16,777,PC3,Klebsiella pneumoniae,14
batch21x_16102019_ENT1276_Ctg4_len_72162_depth_0.61x_circ_blaKPC-2.fasta,batch21x_16102019_ENT1276_Ctg4_len_72162_depth_0.61x_circ_blaKPC-2,ENT1276,E119,5,25/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1308,1308,blaKPC2,NA,72162,IncU,IncU,MOBP,Clinical culture,2,83,PC1,Klebsiella pneumoniae,1308
batch17_18092019_ENT860_Ctg6_len_41207_depth_3.17x_circ_blaNDM-1.fasta,batch17_18092019_ENT860_Ctg6_len_41207_depth_3.17x_circ_blaNDM-1,ENT860,E21,5,10/12/2013,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM1,NA,41207,IncN,IncN,MOBF,Surveillance culture,6,13,PC2,Escherichia coli,101
batch6_21062019_ENT579_Ctg2_len_175389_depth_2.45x_circ_blaOXA-181.fasta,batch6_21062019_ENT579_Ctg2_len_175389_depth_2.45x_circ_blaOXA-181,ENT579,E1188,5,12/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaOXA181,NA,175389,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,1246,PC3,Klebsiella pneumoniae,231
batch19_09102019_ENT671_Ctg2_len_240710_depth_1.93x_circ_blaOXA-181.fasta,batch19_09102019_ENT671_Ctg2_len_240710_depth_1.93x_circ_blaOXA-181,ENT671,E1192,5,02/10/2013,Escherichia coli,Escherichia coli,ecoli,38,38,blaOXA181,NA,240710,"IncA/C2,IncFIA,IncFIB,rep_cluster_1254",IncA/C2_IncF,"MOBH,MOBH",Clinical culture,Singleton,1248,Unclustered,Escherichia coli,38
batch19_09102019_ENT669_Ctg2_len_175389_depth_1.61x_circ_blaOXA-181.fasta,batch19_09102019_ENT669_Ctg2_len_175389_depth_1.61x_circ_blaOXA-181,ENT669,E1189,5,05/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaOXA181,NA,175389,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,1246,PC3,Klebsiella pneumoniae,231
batch17_18092019_ENT822_Ctg3_len_175151_depth_1.34x_circ_blaOXA-181.fasta,batch17_18092019_ENT822_Ctg3_len_175151_depth_1.34x_circ_blaOXA-181,ENT822,E855,1,03/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,580,580,blaOXA181,NA,175151,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Surveillance culture,16,983,PC3,Klebsiella pneumoniae,580
batch16_28082019_ENT318_Ctg3_len_174333_depth_1.10x_circ_blaOXA-181.fasta,batch16_28082019_ENT318_Ctg3_len_174333_depth_1.10x_circ_blaOXA-181,ENT318,E677,1,10/12/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,NA,174333,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,853,PC3,Klebsiella pneumoniae,14
batch19_09102019_ENT707_Ctg2_len_258291_depth_3.22x_circ_blaOXA-181.fasta,batch19_09102019_ENT707_Ctg2_len_258291_depth_3.22x_circ_blaOXA-181,ENT707,E1196,5,02/10/2013,Escherichia coli,Escherichia coli,ecoli,38,38,blaOXA181,NA,258291,"IncA/C2,IncFIA,IncFIB,IncFII,IncFIIA,rep_cluster_1254",IncA/C2_IncF,"MOBF,MOBH,MOBH",Surveillance culture,Singleton,1248,Unclustered,Escherichia coli,38
batch12_27072019_ENT1409_Ctg8_len_46161_depth_0.83x_circ_blaNDM-7.fasta,batch12_27072019_ENT1409_Ctg8_len_46161_depth_0.83x_circ_blaNDM-7,ENT1409,E1198,5,14/08/2014,Escherichia coli,Escherichia coli,ecoli,448,448,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Surveillance culture,9,1250,PC8,Escherichia coli,448
batch22_18102019_ENT1429_Ctg2_len_174327_depth_0.67x_circ_blaOXA-181.fasta,batch22_18102019_ENT1429_Ctg2_len_174327_depth_0.67x_circ_blaOXA-181,ENT1429,E1199,5,20/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaOXA181,NA,174327,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Clinical culture,16,1251,PC3,Klebsiella pneumoniae,231
batch27_13022020_ENT842_Ctg5_len_71861_depth_1.34x_circ_blaKPC-2.fasta,batch27_13022020_ENT842_Ctg5_len_71861_depth_1.34x_circ_blaKPC-2,ENT842,E12,5,09/12/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Clinical culture,2,12,PC1,Enterobacter cloacae,93
batch29_27022020_ENT1277_Ctg6_len_71861_depth_1.25x_circ_blaKPC-2.fasta,batch29_27022020_ENT1277_Ctg6_len_71861_depth_1.25x_circ_blaKPC-2,ENT1277,E120,5,25/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1308,1308,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,83,PC1,Klebsiella pneumoniae,1308
batch12_27072019_ENT1430_Ctg3_len_46161_depth_1.74x_circ_blaNDM-7.fasta,batch12_27072019_ENT1430_Ctg3_len_46161_depth_1.74x_circ_blaNDM-7,ENT1430,E1200,5,20/08/2014,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Clinical culture,9,1251,PC8,Escherichia coli,101
batch16_28082019_ENT1966_Ctg3_len_122714_depth_2.75x_circ_blaNDM-4.fasta,batch16_28082019_ENT1966_Ctg3_len_122714_depth_2.75x_circ_blaNDM-4,ENT1966,E1207,5,07/04/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaNDM4,NA,122714,"IncFII,IncFII,rep_cluster_1418",IncF,MOBF,Surveillance culture,28,1256,PC28,Klebsiella pneumoniae,16
batch31_26032020_ENT1447_Ctg5_len_71861_depth_1.03x_circ_blaKPC-2.fasta,batch31_26032020_ENT1447_Ctg5_len_71861_depth_1.03x_circ_blaKPC-2,ENT1447,E1208,5,29/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,526,526,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1259,PC1,Klebsiella pneumoniae,526
rbatch1_15072020_ENT1872_Ctg4_len_72179_depth_0.56x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1872_Ctg4_len_72179_depth_0.56x_circ_blaKPC-2,ENT1872,E1209,5,26/02/2015,Escherichia coli,Escherichia coli,ecoli,68,68,blaKPC2,NA,72179,IncU,IncU,MOBP,Clinical culture,2,1260,PC1,Escherichia coli,68
batch29_27022020_ENT1298_Ctg4_len_72158_depth_0.88x_circ_blaKPC-2.fasta,batch29_27022020_ENT1298_Ctg4_len_72158_depth_0.88x_circ_blaKPC-2,ENT1298,E121,5,02/07/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,-,-,blaKPC2,NA,72158,IncU,IncU,MOBP,Clinical culture,2,83,PC1,Citrobacter freundii,-
rbatch1_15072020_ENT1873_Ctg3_len_72162_depth_0.65x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1873_Ctg3_len_72162_depth_0.65x_circ_blaKPC-2,ENT1873,E1210,5,26/02/2015,Escherichia coli,Escherichia coli,ecoli,68,68,blaKPC2,NA,72162,IncU,IncU,MOBP,Surveillance culture,2,1260,PC1,Escherichia coli,68
rbatch1_15072020_ENT1881_Ctg3_len_71145_depth_0.98x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1881_Ctg3_len_71145_depth_0.98x_circ_blaKPC-2,ENT1881,E1211,5,26/02/2015,Escherichia coli,Escherichia coli,ecoli,68,68,blaKPC2,NA,71145,IncU,IncU,MOBP,Clinical culture,2,1260,PC1,Escherichia coli,68
rbatch1_15072020_ENT1883_Ctg3_len_71861_depth_0.67x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1883_Ctg3_len_71861_depth_0.67x_circ_blaKPC-2,ENT1883,E1212,5,28/02/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,70,70,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,1260,PC1,Klebsiella pneumoniae,70
rbatch1_15072020_ENT1884_Ctg3_len_72163_depth_0.70x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1884_Ctg3_len_72163_depth_0.70x_circ_blaKPC-2,ENT1884,E1213,5,28/02/2015,Escherichia coli,Escherichia coli,ecoli,68,68,blaKPC2,NA,72163,IncU,IncU,MOBP,Surveillance culture,2,1260,PC1,Escherichia coli,68
rbatch1_15072020_ENT1954_Ctg6_len_76864_depth_0.75x_circ_blaKPC-2.fasta,rbatch1_15072020_ENT1954_Ctg6_len_76864_depth_0.75x_circ_blaKPC-2,ENT1954,E1214,5,02/04/2015,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,-,17,blaKPC2,NA,76864,IncU,IncU,MOBP,Surveillance culture,2,1261,PC1,Enterobacter cloacae,17
batch18_02102019_ENT651_Ctg3_len_163749_depth_2.60x_circ_blaOXA-181.fasta,batch18_02102019_ENT651_Ctg3_len_163749_depth_2.60x_circ_blaOXA-181,ENT651,E1215,4,26/09/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,163749,"IncA/C2,IncFIA,IncR,rep_cluster_1254",IncA/C2_IncF,MOBH,Clinical culture,Singleton,1265,Unclustered,Klebsiella pneumoniae,14
batch29_27022020_ENT1299_Ctg5_len_72162_depth_1.15x_circ_blaKPC-2.fasta,batch29_27022020_ENT1299_Ctg5_len_72162_depth_1.15x_circ_blaKPC-2,ENT1299,E122,5,02/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1308,1308,blaKPC2,NA,72162,IncU,IncU,MOBP,Clinical culture,2,83,PC1,Klebsiella pneumoniae,1308
batch2_21032019_ENT285_Ctg6_len_7604_depth_3.49x_circ_blaOXA-181.fasta,batch2_21032019_ENT285_Ctg6_len_7604_depth_3.49x_circ_blaOXA-181,ENT285,E1220,4,17/10/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaOXA181,NA,7604,rep_cluster_1195,rep_cluster_1195,MOBP,Clinical culture,Singleton,1270,Unclustered,Klebsiella pneumoniae,231
batch4_29032019_ENT389_Ctg6_len_106657_depth_5.32x_circ_blaNDM-9.fasta,batch4_29032019_ENT389_Ctg6_len_106657_depth_5.32x_circ_blaNDM-9,ENT389,E1221,4,11/03/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1306,1306,blaNDM9,NA,106657,"IncFIB,IncFII,IncFII",IncF,MOBF,Surveillance culture,25,1271,PC13,Klebsiella pneumoniae,1306
batch4_29032019_ENT390_Ctg2_len_157559_depth_3.22x_circ_blaNDM-1.fasta,batch4_29032019_ENT390_Ctg2_len_157559_depth_3.22x_circ_blaNDM-1,ENT390,E1222,4,11/03/2013,Escherichia coli,Escherichia coli,ecoli,3640,3640,blaNDM1,NA,157559,"IncFIB,IncFII,IncFII,IncN",IncF_combinations,"MOBF,MOBF",Surveillance culture,Singleton,1271,Unclustered,Escherichia coli,3640
batch5_29052019_ENT447_Ctg9_len_46161_depth_1.52x_circ_blaNDM-4.fasta,batch5_29052019_ENT447_Ctg9_len_46161_depth_1.52x_circ_blaNDM-4,ENT447,E1223,4,22/04/2013,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM4,NA,46161,IncX3,IncX3,MOBP,Clinical culture,9,1272,PC8,Escherichia coli,101
batch6_21062019_ENT572_Ctg3_len_110787_depth_3.47x_circ_blaNDM-1.fasta,batch6_21062019_ENT572_Ctg3_len_110787_depth_3.47x_circ_blaNDM-1,ENT572,E1224,6,15/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,110787,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,25,1273,PC13,Klebsiella pneumoniae,147
batch9_02072019_ENT1034_Ctg3_len_112627_depth_1.97x_circ_blaNDM-1.fasta,batch9_02072019_ENT1034_Ctg3_len_112627_depth_1.97x_circ_blaNDM-1,ENT1034,E1225,4,25/02/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,43,43,blaNDM1,NA,112627,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,25,1274,PC13,Klebsiella pneumoniae,43
batch10_05072019_ENT932_Ctg3_len_98490_depth_1.71x_circ_blaNDM-1.fasta,batch10_05072019_ENT932_Ctg3_len_98490_depth_1.71x_circ_blaNDM-1,ENT932,E1228,3,16/01/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,462,462,blaNDM1,NA,98490,"IncFII,rep_cluster_1418",IncF,MOBP,Surveillance culture,Singleton,1276,Unclustered,Enterobacter cloacae,462
batch13_31072019_ENT1524_Ctg4_len_41207_depth_3.68x_circ_blaNDM-1.fasta,batch13_31072019_ENT1524_Ctg4_len_41207_depth_3.68x_circ_blaNDM-1,ENT1524,E407,3,22/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,101,101,blaNDM1,NA,41207,IncN,IncN,MOBF,Surveillance culture,6,627,PC2,Klebsiella pneumoniae,101
batch21x_16102019_ENT1271_Ctg3_len_50138_depth_1.79x_circ_blaOXA-48.fasta,batch21x_16102019_ENT1271_Ctg3_len_50138_depth_1.79x_circ_blaOXA-48,ENT1271,E123,6,22/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,273,273,blaOXA48,NA,50138,IncL/M,IncL/M,-,Clinical culture,37,84,PC20,Klebsiella pneumoniae,273
batch2_21032019_ENT1250_Ctg4_len_51479_depth_1.11x_circ_blaOXA-181.fasta,batch2_21032019_ENT1250_Ctg4_len_51479_depth_1.11x_circ_blaOXA-181,ENT1250,E1230,4,20/06/2014,Escherichia coli,Escherichia coli,ecoli,410,410,blaOXA181,NA,51479,"IncX3,rep_cluster_1195",IncX3,MOBP,Surveillance culture,24,1279,PC15,Escherichia coli,410
batch9_02072019_ENT1311_Ctg5_len_51479_depth_1.31x_circ_blaOXA-181.fasta,batch9_02072019_ENT1311_Ctg5_len_51479_depth_1.31x_circ_blaOXA-181,ENT1311,E1231,4,11/07/2014,Escherichia coli,Escherichia coli,ecoli,410,410,blaOXA181,NA,51479,"IncX3,rep_cluster_1195",IncX3,MOBP,Clinical culture,24,1279,PC15,Escherichia coli,410
batch30_12032020_ENT1422_Ctg3_len_84312_depth_0.59x_circ_blaKPC-2.fasta,batch30_12032020_ENT1422_Ctg3_len_84312_depth_0.59x_circ_blaKPC-2,ENT1422,E1233,4,21/08/2014,Escherichia coli,Escherichia coli,ecoli,648,648,blaKPC2,NA,84312,"IncFII,IncFIIA",IncF,MOBF,Surveillance culture,Singleton,1281,Unclustered,Escherichia coli,648
rbatch4_02102020_ENT1522_Ctg10_len_84560_depth_0.85x_circ_blaKPC-2.fasta,rbatch4_02102020_ENT1522_Ctg10_len_84560_depth_0.85x_circ_blaKPC-2,ENT1522,E1234,4,15/09/2014,Escherichia coli,Escherichia coli,ecoli,-,648,blaKPC2,NA,84560,"IncFII,IncFIIA",IncF,MOBF,Clinical culture,Singleton,1281,Unclustered,Escherichia coli,#REF!
rbatch6_28102020_ENT1534_Ctg66_len_6141_depth_21.52x_circ_blaOXA-232.fasta,rbatch6_28102020_ENT1534_Ctg66_len_6141_depth_21.52x_circ_blaOXA-232,ENT1534,E1235,4,25/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA232,Cluster_51,6141,rep_cluster_1195,rep_cluster_1195,MOBP,Clinical culture,26,1282,PC9,Klebsiella pneumoniae,14
batch13_31072019_ENT1549_Ctg3_len_95633_depth_2.69x_circ_blaNDM-1.fasta,batch13_31072019_ENT1549_Ctg3_len_95633_depth_2.69x_circ_blaNDM-1,ENT1549,E1236,4,29/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaNDM1,NA,95633,"IncFII,IncFIIA",IncF,MOBF,Surveillance culture,Singleton,1282,Unclustered,Klebsiella pneumoniae,16
batch13_31072019_ENT1549_Ctg4_len_51479_depth_1.54x_circ_blaOXA-181.fasta,batch13_31072019_ENT1549_Ctg4_len_51479_depth_1.54x_circ_blaOXA-181,ENT1549,E1236,4,29/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA181,NA,51479,"IncX3,rep_cluster_1195",IncX3,MOBP,Surveillance culture,24,1282,PC15,Klebsiella pneumoniae,16
batch16_28082019_ENT1946_Ctg4_len_118971_depth_2.47x_circ_blaNDM-4.fasta,batch16_28082019_ENT1946_Ctg4_len_118971_depth_2.47x_circ_blaNDM-4,ENT1946,E1239,3,02/04/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,15,15,blaNDM4,NA,118971,"IncFII,IncFII,rep_cluster_1418",IncF,MOBF,Surveillance culture,28,1285,PC28,Klebsiella pneumoniae,15
batch21x_16102019_ENT1274_Ctg3_len_164596_depth_1.02x_circ_blaIMP-4.fasta,batch21x_16102019_ENT1274_Ctg3_len_164596_depth_1.02x_circ_blaIMP-4,ENT1274,E124,6,29/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1547,1547,blaIMP4,NA,164596,IncA/C2,IncA/C2,"MOBH,MOBH",Clinical culture,31,85,PC21,Klebsiella pneumoniae,1547
batch10_05072019_ENT939_Ctg3_len_45048_depth_1.16x_circ_blaNDM-7.fasta,batch10_05072019_ENT939_Ctg3_len_45048_depth_1.16x_circ_blaNDM-7,ENT939,E1240,5,20/01/2014,Escherichia coli,Escherichia coli,ecoli,38,38,blaNDM7,NA,45048,IncX3,IncX3,MOBP,Clinical culture,9,1288,PC8,Escherichia coli,38
batch27_13022020_ENT788_Ctg2_len_87275_depth_1.76x_circ_blaKPC-2.fasta,batch27_13022020_ENT788_Ctg2_len_87275_depth_1.76x_circ_blaKPC-2,ENT788,E1241,5,09/11/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,719,719,blaKPC2,NA,87275,IncU,IncU,MOBP,Clinical culture,32,1290,PC6,Enterobacter cloacae,719
batch4_29032019_ENT286_Ctg4_len_88057_depth_1.90x_circ_blaNDM-1.fasta,batch4_29032019_ENT286_Ctg4_len_88057_depth_1.90x_circ_blaNDM-1,ENT286,E1242,5,15/10/2012,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM1,NA,88057,IncA/C2,IncA/C2,-,Surveillance culture,39,1291,PC33,Escherichia coli,101
batch2_21032019_ENT337_Ctg4_len_88057_depth_1.72x_circ_blaNDM-1.fasta,batch2_21032019_ENT337_Ctg4_len_88057_depth_1.72x_circ_blaNDM-1,ENT337,E1243,5,09/01/2013,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM1,NA,88057,IncA/C2,IncA/C2,-,Surveillance culture,39,1291,PC33,Escherichia coli,101
batch6_21062019_ENT613_Ctg3_len_58787_depth_1.99x_circ_blaNDM-1.fasta,batch6_21062019_ENT613_Ctg3_len_58787_depth_1.99x_circ_blaNDM-1,ENT613,E1244,5,31/08/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,171,171,blaNDM1,NA,58787,IncX3,IncX3,MOBP,Clinical culture,Singleton,1292,Unclustered,Enterobacter cloacae,171
batch8_28062019_ENT820_Ctg4_len_41206_depth_4.38x_circ_blaNDM-1.fasta,batch8_28062019_ENT820_Ctg4_len_41206_depth_4.38x_circ_blaNDM-1,ENT820,E589,1,03/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,15,15,blaNDM1,Cluster_29,41206,IncN,IncN,MOBF,Surveillance culture,6,778,PC2,Klebsiella pneumoniae,15
batch16_28082019_ENT1689_Ctg5_len_41205_depth_2.33x_circ_blaNDM-1.fasta,batch16_28082019_ENT1689_Ctg5_len_41205_depth_2.33x_circ_blaNDM-1,ENT1689,E480,5,27/11/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaNDM1,NA,41205,IncN,IncN,MOBF,Surveillance culture,6,687,PC2,Escherichia coli,162
batch16_28082019_ENT348_Ctg3_len_174326_depth_1.17x_circ_blaOXA-181.fasta,batch16_28082019_ENT348_Ctg3_len_174326_depth_1.17x_circ_blaOXA-181,ENT348,E524,1,24/01/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaOXA181,Cluster_02,174326,"IncA/C2,rep_cluster_1254",IncA/C2,"MOBH,MOBH",Surveillance culture,16,726,PC3,Klebsiella pneumoniae,14
batch8_28062019_ENT856_Ctg3_len_41205_depth_4.31x_circ_blaNDM-1.fasta,batch8_28062019_ENT856_Ctg3_len_41205_depth_4.31x_circ_blaNDM-1,ENT856,E1125,5,10/12/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,14,14,blaNDM1,Cluster_31,41205,IncN,IncN,MOBF,Surveillance culture,6,1204,PC2,Klebsiella pneumoniae,14
batch1_08032019_ENT1213_Ctg3_len_67445_depth_4.02x_circ_blaOXA-48.fasta,batch1_08032019_ENT1213_Ctg3_len_67445_depth_4.02x_circ_blaOXA-48,ENT1213,E125,6,29/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,1,1,blaOXA48,NA,67445,IncL/M,IncL/M,MOBP,Surveillance culture,14,89,PC25,Enterobacter cloacae,1
batch1_08032019_ENT1213_Ctg2_len_135212_depth_2.08x_circ_blaNDM-1.fasta,batch1_08032019_ENT1213_Ctg2_len_135212_depth_2.08x_circ_blaNDM-1,ENT1213,E125,6,29/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,1,1,blaNDM1,NA,135212,"IncFII,rep_cluster_1418",IncF,MOBP,Surveillance culture,13,89,PC26,Enterobacter cloacae,1
batch2_21032019_ENT1916_Ctg2_len_278408_depth_1.57x_circ_blaNDM-1.fasta,batch2_21032019_ENT1916_Ctg2_len_278408_depth_1.57x_circ_blaNDM-1,ENT1916,E1250,6,15/03/2015,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaNDM1,NA,278408,"IncH,rep_cluster_1150,rep_cluster_1254",IncH,MOBH,Clinical culture,22,1672,PC40,Klebsiella pneumoniae,-
batch1_08032019_ENT1214_Ctg21_len_67445_depth_2.25x_circ_blaOXA-48.fasta,batch1_08032019_ENT1214_Ctg21_len_67445_depth_2.25x_circ_blaOXA-48,ENT1214,E126,6,29/05/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,738,738,blaOXA48,NA,67445,IncL/M,IncL/M,MOBP,Surveillance culture,14,89,PC25,Enterobacter cloacae,738
batch29_27022020_ENT1302_Ctg4_len_71861_depth_1.31x_circ_blaKPC-2.fasta,batch29_27022020_ENT1302_Ctg4_len_71861_depth_1.31x_circ_blaKPC-2,ENT1302,E127,6,06/07/2014,Escherichia coli,Escherichia coli,ecoli,38,38,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,90,PC1,Escherichia coli,38
batch29_27022020_ENT1286_Ctg5_len_72162_depth_0.79x_circ_blaKPC-2.fasta,batch29_27022020_ENT1286_Ctg5_len_72162_depth_0.79x_circ_blaKPC-2,ENT1286,E129,5,01/07/2014,Escherichia coli,Escherichia coli,ecoli,877,877,blaKPC2,NA,72162,IncU,IncU,MOBP,Surveillance culture,2,91,PC1,Escherichia coli,877
batch28_20022020_ENT870_Ctg4_len_71862_depth_1.51x_circ_blaKPC-2.fasta,batch28_20022020_ENT870_Ctg4_len_71862_depth_1.51x_circ_blaKPC-2,ENT870,E13,5,11/12/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,71862,IncU,IncU,MOBP,Clinical culture,2,12,PC1,Enterobacter cloacae,93
batch29_27022020_ENT1289_Ctg3_len_66913_depth_0.75x_circ_blaOXA-23.fasta,batch29_27022020_ENT1289_Ctg3_len_66913_depth_0.75x_circ_blaOXA-23,ENT1289,E131,6,01/07/2014,Escherichia coli,Escherichia coli,ecoli,167,167,blaOXA23,NA,66913,"IncFII,IncFIIA",IncF,MOBF,Clinical culture,42,94,PC19,Escherichia coli,167
